url;domain;title
https://www.thenational.ae/business/business/markets/nmc-health-posts-record-2018-net-income-as-revenue-climb-on-cost-efficiencies-1.834189;thenational.ae;NMC Health posts record 2018 net income as revenue climb on cost efficiencies
https://www.thenational.ae/business/business/technology/as-pressure-mounts-on-facebook-15-million-americans-stop-logging-in-1.834173;thenational.ae;As pressure mounts on Facebook 15 million Americans stop logging in
https://www.thenational.ae/business/business/technology/vw-gives-bugatti-a-long-postponed-wake-up-call-1.834248;thenational.ae;VW gives Bugatti a long postponed wake-up call
https://www.thenational.ae/business/business/money/money-me-it-was-make-or-break-when-i-got-down-to-my-last-dh10-000-1.834141;thenational.ae;Money & Me: 'It was make or break when I got down to my last Dh10,000' 
https://www.thenational.ae/business/business/aviation/japan-s-ana-shows-faith-in-airbus-a380-superjumbo-1.834282;thenational.ae;Japan's ANA shows faith in Airbus A380 superjumbo
https://www.thenational.ae/business/business/ghosn-led-companies-gave-cash-to-his-childrens-school-1.834264;thenational.ae;Ghosn-led companies gave cash to his childrens' school
https://www.thenational.ae/business/business/property/dubai-tenants-have-more-negotiating-power-as-rent-prices-decline-1.834142;thenational.ae;Dubai tenants have more negotiating power as rent prices decline
https://www.thenational.ae/business/business/technology/us-army-pushes-back-decision-on-8bn-bae-howitzers-deal-1.834187;thenational.ae;US army pushes back decision on $8bn BAE howitzers deal
https://www.thenational.ae/business/business/technology/huawei-sues-us-government-citing-ban-on-its-equipment-unconstitutional-1.834021;thenational.ae;Huawei sues US Government citing ban on its equipment unconstitutional
https://www.thenational.ae/business/business/money/homefront-can-we-vacate-our-poorly-maintained-abu-dhabi-villa-without-paying-a-penalty-1.833835;thenational.ae;Homefront: 'Can we vacate our poorly maintained Abu Dhabi villa without paying a penalty'
https://www.thenational.ae/business/business/banking/dib-gets-shareholders-nod-for-5bn-sukuk-issuance-programme-1.834040;thenational.ae;DIB gets shareholders’ nod for $5bn sukuk issuance programme
https://www.thenational.ae/business/business/technology/samsung-sells-out-of-new-galaxy-s10-in-the-gulf-as-the-smartphone-maker-expects-sales-to-surge-1.833816;thenational.ae;Samsung sells out of new Galaxy S10 in the Gulf
https://www.thenational.ae/business/business/economy/us-trade-deficit-in-2018-at-10-year-high-as-tax-cuts-boost-domestic-demand-for-imports-1.834051;thenational.ae;US trade deficit in 2018 at 10-year high as tax cuts boost domestic demand for imports
https://www.thenational.ae/business/business/technology/huawei-sues-us-government-citing-ban-on-its-equipment-unconstitutional-1.834021;thenational.ae;Huawei sues US Government citing ban on its equipment unconstitutional
https://www.thenational.ae/business/business/money/homefront-can-we-vacate-our-poorly-maintained-abu-dhabi-villa-without-paying-a-penalty-1.833835;thenational.ae;Homefront: 'Can we vacate our poorly maintained Abu Dhabi villa without paying a penalty'
https://www.thenational.ae/business/business/banking/dib-gets-shareholders-nod-for-5bn-sukuk-issuance-programme-1.834040;thenational.ae;DIB gets shareholders’ nod for $5bn sukuk issuance programme
https://www.thenational.ae/business/business/technology/samsung-sells-out-of-new-galaxy-s10-in-the-gulf-as-the-smartphone-maker-expects-sales-to-surge-1.833816;thenational.ae;Samsung sells out of new Galaxy S10 in the Gulf
